,age_group,sex,ethnicity,region,class
13874,C02B,C04B,C12A,C13B,N
13875,C02B,C04A,C12A,C13B,N
13876,C02B,C04B,C12A,C13C,Y
13877,C02B,C04B,C12A,C13J,N
13878,C02C,C04A,C12C,C13B,N
13879,C02A,C04B,C12C,C13H,N
13880,C02C,C04A,C12A,C13K,N
13881,C02B,C04B,C12A,C13D,N
13882,C02B,C04A,C12A,C13B,N
13883,C02B,C04B,C12B,C13E,N
13884,C02C,C04B,C12A,C13B,N
13885,C02B,C04A,C12A,C13J,N
13886,C02C,C04A,C12D,C13F,N
13887,C02C,C04A,C12B,C13B,N
13888,C02D,C04A,C12A,C13H,N
13889,C02B,C04B,C12A,C13E,N
13890,C02B,C04B,C12A,C13B,N
13891,C02B,C04B,C12A,C13D,Y
13892,C02D,C04B,C12A,C13J,N
13893,C02D,C04A,C12B,C13A,N
13894,C02B,C04A,C12B,C13I,Y
13895,C02D,C04B,C12A,C13B,N
13896,C02B,C04B,C12A,C13E,Y
13897,C02D,C04B,C12B,C13B,N
13898,C02D,C04A,C12B,C13E,N
13899,C02C,C04B,C12D,C13I,N
13900,C02D,C04A,C12A,C13B,N
13901,C02D,C04A,C12A,C13H,Y
13902,C02C,C04B,C12D,C13B,N
13903,C02C,C04A,C12A,C13J,N
13904,C02B,C04A,C12A,C13B,N
13905,C02C,C04A,C12A,C13B,N
13906,C02C,C04B,C12A,C13G,Y
13907,C02C,C04A,C12A,C13C,N
13908,C02C,C04B,C12A,C13C,N
13909,C02D,C04B,C12A,C13J,N
13910,C02A,C04B,C12A,C13B,N
13911,C02B,C04A,C12A,C13B,N
13912,C02C,C04A,C12A,C13I,Y
13913,C02C,C04A,C12A,C13K,N
13914,C02B,C04B,C12A,C13C,N
13915,C02B,C04B,C12A,C13K,N
13916,C02C,C04B,C12D,C13H,Y
13917,C02A,C04A,C12A,C13B,N
13918,C02B,C04B,C12A,C13C,N
13919,C02D,C04B,C12A,C13H,N
13920,C02B,C04A,C12A,C13G,N
13921,C02B,C04B,C12C,C13A,N
13922,C02D,C04A,C12A,C13J,N
13923,C02A,C04A,C12B,C13B,N
13924,C02B,C04B,C12A,C13J,N
13925,C02D,C04A,C12A,C13C,N
13926,C02B,C04A,C12A,C13B,N
13927,C02B,C04A,C12A,C13C,N
13928,C02A,C04A,C12A,C13B,N
13929,C02A,C04A,C12B,C13B,N
13930,C02D,C04B,C12A,C13B,N
13931,C02B,C04A,C12A,C13G,Y
13932,C02B,C04A,C12C,C13B,Y
13933,C02B,C04B,C12D,C13B,N
13934,C02D,C04A,C12A,C13B,N
13935,C02D,C04A,C12D,C13I,N
13936,C02A,C04B,C12D,C13J,Y
13937,C02C,C04A,C12A,C13J,N
13938,C02B,C04B,C12A,C13B,Y
13939,C02C,C04B,C12D,C13A,N
13940,C02C,C04A,C12D,C13B,N
13941,C02A,C04A,C12A,C13B,N
13942,C02B,C04B,C12A,C13B,Y
13943,C02A,C04B,C12B,C13B,Y
13944,C02B,C04B,C12A,C13J,N
13945,C02C,C04A,C12D,C13G,Y
13946,C02D,C04B,C12A,C13D,N
13947,C02C,C04A,C12A,C13D,N
13948,C02B,C04A,C12B,C13B,N
13949,C02B,C04B,C12B,C13B,N
13950,C02A,C04A,C12A,C13J,Y
13951,C02C,C04A,C12A,C13H,Y
13952,C02B,C04B,C12A,C13B,N
13953,C02C,C04A,C12D,C13D,N
13954,C02B,C04A,C12B,C13K,N
13955,C02D,C04B,C12D,C13G,N
13956,C02B,C04B,C12A,C13B,N
13957,C02A,C04B,C12A,C13D,N
13958,C02B,C04B,C12D,C13D,Y
13959,C02B,C04B,C12A,C13C,N
13960,C02D,C04B,C12A,C13B,N
13961,C02C,C04A,C12B,C13E,N
13962,C02B,C04B,C12B,C13E,N
13963,C02B,C04A,C12A,C13B,N
13964,C02C,C04A,C12A,C13C,N
13965,C02B,C04B,C12A,C13G,N
13966,C02A,C04A,C12B,C13B,N
13967,C02C,C04B,C12A,C13J,N
13968,C02B,C04A,C12A,C13B,Y
13969,C02C,C04A,C12A,C13B,N
13970,C02D,C04A,C12A,C13L,Y
13971,C02B,C04A,C12A,C13B,N
13972,C02C,C04A,C12A,C13F,N
13973,C02C,C04A,C12A,C13J,N
13974,C02C,C04B,C12A,C13B,N
13975,C02B,C04B,C12A,C13B,N
13976,C02D,C04B,C12D,C13H,N
13977,C02C,C04B,C12B,C13B,N
13978,C02C,C04A,C12B,C13H,Y
13979,C02C,C04A,C12B,C13B,N
13980,C02A,C04B,C12A,C13J,N
13981,C02C,C04A,C12A,C13B,N
13982,C02C,C04A,C12A,C13G,N
13983,C02B,C04A,C12A,C13H,N
13984,C02D,C04A,C12A,C13E,N
13985,C02B,C04B,C12A,C13B,N
13986,C02A,C04A,C12D,C13B,N
13987,C02D,C04B,C12A,C13B,N
13988,C02D,C04B,C12A,C13B,N
13989,C02D,C04A,C12C,C13B,N
13990,C02C,C04A,C12A,C13B,N
13991,C02C,C04B,C12A,C13G,N
13992,C02D,C04B,C12A,C13J,N
13993,C02B,C04B,C12B,C13D,Y
13994,C02B,C04B,C12D,C13K,Y
13995,C02B,C04B,C12B,C13H,N
13996,C02C,C04A,C12A,C13D,N
13997,C02C,C04A,C12A,C13J,N
13998,C02C,C04A,C12A,C13B,N
13999,C02A,C04B,C12A,C13J,Y
14000,C02A,C04B,C12D,C13B,N
14001,C02D,C04B,C12A,C13K,Y
14002,C02A,C04B,C12A,C13J,N
14003,C02A,C04A,C12C,C13F,Y
14004,C02C,C04B,C12B,C13G,N
14005,C02A,C04A,C12A,C13A,N
14006,C02C,C04B,C12C,C13B,N
14007,C02C,C04B,C12D,C13H,Y
14008,C02B,C04A,C12A,C13B,N
14009,C02C,C04B,C12A,C13B,N
14010,C02C,C04A,C12B,C13C,N
14011,C02A,C04B,C12A,C13L,N
14012,C02C,C04A,C12A,C13B,N
14013,C02C,C04A,C12D,C13B,N
14014,C02A,C04A,C12A,C13H,Y
14015,C02C,C04A,C12A,C13B,N
14016,C02B,C04B,C12A,C13B,N
14017,C02B,C04B,C12A,C13H,N
14018,C02B,C04B,C12A,C13C,N
14019,C02C,C04A,C12A,C13A,N
14020,C02B,C04A,C12A,C13B,N
14021,C02D,C04A,C12A,C13B,N
14022,C02B,C04A,C12A,C13J,N
14023,C02C,C04A,C12A,C13K,N
14024,C02A,C04A,C12A,C13B,N
14025,C02C,C04B,C12A,C13G,N
14026,C02C,C04A,C12B,C13B,N
14027,C02B,C04B,C12B,C13F,N
14028,C02A,C04B,C12D,C13B,N
14029,C02B,C04B,C12A,C13K,Y
14030,C02B,C04A,C12B,C13A,Y
14031,C02A,C04B,C12A,C13B,N
14032,C02B,C04A,C12A,C13B,N
14033,C02C,C04B,C12A,C13J,N
14034,C02D,C04B,C12A,C13D,N
14035,C02B,C04A,C12A,C13G,Y
14036,C02C,C04A,C12A,C13B,Y
14037,C02D,C04B,C12A,C13I,Y
14038,C02B,C04A,C12A,C13F,N
14039,C02C,C04B,C12A,C13B,Y
14040,C02C,C04A,C12C,C13B,N
14041,C02C,C04B,C12A,C13J,N
14042,C02B,C04A,C12A,C13H,N
14043,C02C,C04A,C12A,C13C,Y
14044,C02B,C04B,C12A,C13H,N
14045,C02A,C04B,C12A,C13H,N
14046,C02B,C04A,C12D,C13I,N
14047,C02D,C04A,C12A,C13D,N
14048,C02C,C04A,C12A,C13C,Y
14049,C02D,C04B,C12A,C13C,N
14050,C02C,C04B,C12A,C13J,Y
14051,C02D,C04A,C12A,C13J,N
14052,C02D,C04B,C12A,C13H,N
14053,C02C,C04A,C12D,C13C,N
14054,C02D,C04B,C12A,C13I,N
14055,C02C,C04A,C12A,C13D,Y
14056,C02A,C04B,C12B,C13E,N
14057,C02C,C04A,C12D,C13D,N
14058,C02C,C04B,C12A,C13E,N
14059,C02A,C04B,C12A,C13K,N
14060,C02C,C04A,C12D,C13D,N
14061,C02C,C04B,C12B,C13B,N
14062,C02A,C04B,C12A,C13G,N
14063,C02C,C04B,C12A,C13C,N
14064,C02B,C04B,C12A,C13L,N
14065,C02B,C04B,C12A,C13B,N
14066,C02B,C04A,C12D,C13B,N
14067,C02B,C04A,C12D,C13G,N
14068,C02D,C04B,C12B,C13B,N
14069,C02B,C04A,C12B,C13B,Y
14070,C02C,C04A,C12A,C13J,N
14071,C02A,C04A,C12D,C13L,N
14072,C02D,C04B,C12A,C13J,N
14073,C02B,C04B,C12B,C13B,N
14074,C02B,C04B,C12A,C13B,N
14075,C02A,C04A,C12A,C13C,N
14076,C02C,C04B,C12C,C13J,N
14077,C02C,C04B,C12A,C13G,N
14078,C02B,C04A,C12D,C13H,N
14079,C02C,C04B,C12B,C13G,N
14080,C02B,C04A,C12B,C13B,N
14081,C02C,C04B,C12B,C13B,N
14082,C02C,C04A,C12A,C13H,N
14083,C02C,C04B,C12B,C13B,Y
14084,C02A,C04B,C12A,C13A,N
14085,C02B,C04A,C12A,C13D,N
14086,C02A,C04A,C12A,C13E,N
14087,C02C,C04B,C12B,C13E,N
14088,C02C,C04B,C12C,C13B,N
14089,C02A,C04B,C12A,C13J,N
14090,C02C,C04A,C12A,C13G,N
14091,C02A,C04B,C12A,C13B,N
14092,C02B,C04A,C12B,C13B,Y
14093,C02C,C04A,C12A,C13J,N
14094,C02D,C04A,C12D,C13G,N
14095,C02C,C04A,C12A,C13C,N
14096,C02C,C04B,C12A,C13J,N
14097,C02A,C04B,C12A,C13J,Y
14098,C02D,C04B,C12B,C13B,N
14099,C02B,C04B,C12A,C13B,N
14100,C02C,C04B,C12A,C13B,N
14101,C02C,C04B,C12C,C13B,N
14102,C02B,C04A,C12A,C13G,N
14103,C02C,C04A,C12A,C13J,Y
14104,C02A,C04A,C12A,C13D,N
14105,C02C,C04B,C12A,C13C,N
14106,C02B,C04B,C12A,C13C,N
14107,C02D,C04B,C12A,C13J,N
14108,C02B,C04A,C12A,C13K,N
14109,C02B,C04B,C12A,C13J,N
14110,C02A,C04B,C12A,C13H,N
14111,C02B,C04B,C12D,C13B,N
14112,C02C,C04B,C12A,C13B,N
14113,C02D,C04B,C12D,C13B,N
14114,C02C,C04B,C12D,C13B,Y
14115,C02B,C04B,C12B,C13C,N
14116,C02B,C04A,C12B,C13H,N
14117,C02B,C04B,C12A,C13J,N
14118,C02D,C04B,C12A,C13B,N
14119,C02D,C04B,C12D,C13F,N
14120,C02D,C04B,C12A,C13H,N
14121,C02D,C04B,C12B,C13D,N
14122,C02B,C04B,C12A,C13C,N
14123,C02B,C04A,C12A,C13C,N
14124,C02B,C04B,C12A,C13H,N
14125,C02D,C04B,C12D,C13J,N
14126,C02B,C04A,C12C,C13I,N
14127,C02C,C04B,C12A,C13J,N
14128,C02D,C04B,C12A,C13C,N
14129,C02B,C04B,C12B,C13D,N
14130,C02B,C04A,C12D,C13H,Y
14131,C02D,C04A,C12A,C13A,N
14132,C02B,C04A,C12A,C13L,N
14133,C02B,C04B,C12A,C13B,N
14134,C02B,C04A,C12D,C13D,N
14135,C02C,C04B,C12A,C13B,N
14136,C02C,C04A,C12B,C13B,N
14137,C02C,C04A,C12A,C13J,Y
14138,C02C,C04B,C12D,C13A,N
14139,C02B,C04A,C12A,C13J,N
14140,C02C,C04B,C12A,C13B,N
14141,C02C,C04A,C12B,C13G,N
14142,C02C,C04B,C12A,C13B,N
14143,C02B,C04A,C12A,C13K,N
14144,C02C,C04A,C12D,C13B,Y
14145,C02B,C04A,C12A,C13B,N
14146,C02B,C04B,C12A,C13I,N
14147,C02A,C04A,C12B,C13H,N
14148,C02A,C04B,C12A,C13J,N
14149,C02C,C04A,C12A,C13B,N
14150,C02B,C04B,C12D,C13F,Y
14151,C02C,C04A,C12A,C13H,N
14152,C02A,C04B,C12A,C13D,N
14153,C02C,C04A,C12A,C13A,N
14154,C02C,C04B,C12D,C13J,N
14155,C02A,C04B,C12A,C13J,N
14156,C02B,C04A,C12A,C13C,N
14157,C02C,C04A,C12A,C13J,N
14158,C02D,C04B,C12A,C13B,N
14159,C02C,C04B,C12A,C13H,N
14160,C02D,C04B,C12A,C13J,N
14161,C02B,C04B,C12A,C13F,N
14162,C02B,C04B,C12A,C13L,N
14163,C02A,C04B,C12A,C13H,N
14164,C02C,C04B,C12B,C13I,N
14165,C02B,C04A,C12A,C13H,N
14166,C02C,C04A,C12D,C13A,N
14167,C02D,C04A,C12B,C13B,N
14168,C02D,C04B,C12A,C13H,N
14169,C02C,C04B,C12D,C13B,Y
14170,C02B,C04B,C12C,C13C,Y
14171,C02A,C04B,C12A,C13C,N
14172,C02A,C04A,C12A,C13H,N
14173,C02C,C04A,C12B,C13F,Y
14174,C02D,C04A,C12D,C13I,N
14175,C02B,C04A,C12C,C13B,N
14176,C02A,C04A,C12A,C13B,N
14177,C02B,C04B,C12D,C13C,Y
14178,C02B,C04A,C12A,C13I,N
14179,C02C,C04A,C12D,C13I,N
14180,C02D,C04A,C12A,C13G,N
14181,C02B,C04B,C12A,C13B,Y
14182,C02C,C04B,C12D,C13B,N
14183,C02A,C04A,C12A,C13C,N
14184,C02C,C04A,C12A,C13B,N
14185,C02C,C04A,C12A,C13J,N
14186,C02C,C04B,C12A,C13L,N
14187,C02A,C04B,C12D,C13H,N
14188,C02C,C04A,C12A,C13B,N
14189,C02B,C04B,C12C,C13F,N
14190,C02B,C04A,C12A,C13B,N
14191,C02C,C04B,C12B,C13C,N
14192,C02D,C04B,C12B,C13B,Y
14193,C02A,C04B,C12A,C13B,N
14194,C02C,C04A,C12A,C13D,N
14195,C02C,C04A,C12A,C13A,N
14196,C02B,C04B,C12A,C13B,N
14197,C02C,C04B,C12A,C13B,N
14198,C02B,C04B,C12A,C13B,N
14199,C02D,C04B,C12A,C13B,N
14200,C02A,C04B,C12A,C13B,N
14201,C02A,C04B,C12A,C13B,N
14202,C02A,C04A,C12C,C13B,N
14203,C02A,C04B,C12B,C13B,Y
14204,C02B,C04A,C12A,C13D,N
14205,C02B,C04A,C12A,C13C,N
14206,C02D,C04A,C12B,C13J,N
14207,C02A,C04A,C12B,C13B,N
14208,C02B,C04B,C12B,C13D,N
14209,C02C,C04A,C12D,C13B,N
14210,C02B,C04A,C12A,C13I,N
14211,C02D,C04B,C12A,C13I,N
14212,C02B,C04B,C12B,C13J,N
14213,C02B,C04B,C12A,C13B,N
14214,C02B,C04B,C12A,C13H,N
14215,C02B,C04A,C12C,C13D,Y
14216,C02D,C04B,C12B,C13B,N
14217,C02C,C04B,C12D,C13J,N
14218,C02B,C04B,C12A,C13B,N
14219,C02B,C04B,C12D,C13C,N
14220,C02A,C04B,C12B,C13B,N
14221,C02C,C04A,C12A,C13K,N
14222,C02C,C04A,C12A,C13J,N
14223,C02B,C04B,C12B,C13B,N
14224,C02C,C04A,C12A,C13H,N
14225,C02B,C04A,C12A,C13B,N
14226,C02C,C04A,C12D,C13J,N
14227,C02D,C04B,C12A,C13G,N
14228,C02A,C04B,C12D,C13B,N
14229,C02B,C04A,C12C,C13C,Y
14230,C02B,C04A,C12A,C13B,N
14231,C02A,C04B,C12B,C13D,N
14232,C02D,C04A,C12A,C13I,N
14233,C02D,C04B,C12A,C13B,N
14234,C02A,C04A,C12A,C13F,N
14235,C02C,C04B,C12B,C13B,N
14236,C02D,C04A,C12D,C13B,N
14237,C02A,C04B,C12B,C13J,N
14238,C02C,C04B,C12D,C13B,Y
14239,C02A,C04A,C12C,C13J,Y
14240,C02D,C04A,C12A,C13H,N
14241,C02D,C04A,C12D,C13B,N
14242,C02B,C04A,C12B,C13B,N
14243,C02C,C04A,C12B,C13B,N
14244,C02B,C04B,C12C,C13H,N
14245,C02C,C04B,C12D,C13D,N
14246,C02A,C04A,C12A,C13A,N
14247,C02B,C04B,C12A,C13B,N
14248,C02B,C04B,C12A,C13B,N
14249,C02A,C04B,C12D,C13C,N
14250,C02B,C04A,C12B,C13C,N
14251,C02A,C04B,C12A,C13H,N
14252,C02A,C04A,C12B,C13K,N
14253,C02C,C04B,C12A,C13J,N
14254,C02B,C04A,C12B,C13B,N
14255,C02C,C04B,C12D,C13J,Y
14256,C02B,C04A,C12A,C13B,N
14257,C02C,C04B,C12A,C13I,Y
14258,C02C,C04B,C12A,C13C,N
14259,C02C,C04B,C12A,C13H,N
14260,C02C,C04A,C12A,C13H,N
14261,C02D,C04B,C12B,C13E,N
14262,C02D,C04B,C12A,C13E,N
14263,C02C,C04B,C12A,C13B,Y
14264,C02B,C04A,C12D,C13B,N
14265,C02B,C04B,C12B,C13K,N
14266,C02B,C04A,C12A,C13G,N
14267,C02B,C04B,C12A,C13B,N
14268,C02C,C04B,C12D,C13J,N
14269,C02A,C04B,C12B,C13D,N
14270,C02B,C04B,C12A,C13D,Y
14271,C02D,C04A,C12A,C13B,N
14272,C02C,C04B,C12A,C13A,N
14273,C02B,C04B,C12A,C13E,N
14274,C02C,C04A,C12A,C13C,N
14275,C02B,C04B,C12A,C13B,N
14276,C02A,C04A,C12B,C13B,Y
14277,C02D,C04A,C12B,C13B,N
14278,C02B,C04B,C12A,C13C,N
14279,C02D,C04B,C12A,C13B,N
14280,C02B,C04A,C12A,C13J,Y
14281,C02C,C04B,C12A,C13B,N
14282,C02D,C04A,C12A,C13B,N
14283,C02C,C04B,C12A,C13C,Y
14284,C02C,C04A,C12A,C13C,N
14285,C02B,C04A,C12A,C13B,N
14286,C02B,C04A,C12A,C13H,N
14287,C02C,C04A,C12A,C13B,N
14288,C02A,C04A,C12A,C13D,Y
14289,C02C,C04B,C12B,C13B,N
14290,C02A,C04A,C12A,C13K,N
14291,C02B,C04B,C12D,C13B,Y
14292,C02B,C04B,C12A,C13H,N
14293,C02B,C04B,C12B,C13F,N
14294,C02B,C04A,C12D,C13B,N
14295,C02C,C04B,C12A,C13A,Y
14296,C02C,C04B,C12D,C13I,Y
14297,C02B,C04A,C12A,C13D,N
14298,C02C,C04A,C12C,C13B,N
14299,C02C,C04B,C12A,C13J,N
14300,C02C,C04A,C12C,C13B,Y
14301,C02D,C04B,C12A,C13J,N
14302,C02C,C04B,C12A,C13K,N
14303,C02D,C04B,C12A,C13B,Y
14304,C02A,C04A,C12A,C13B,N
14305,C02B,C04B,C12A,C13C,N
14306,C02D,C04B,C12A,C13H,Y
14307,C02A,C04A,C12A,C13B,N
14308,C02C,C04A,C12A,C13H,N
14309,C02A,C04A,C12A,C13B,N
14310,C02C,C04B,C12A,C13B,N
14311,C02D,C04B,C12A,C13C,N
14312,C02C,C04A,C12A,C13B,N
14313,C02C,C04B,C12A,C13B,N
14314,C02C,C04B,C12A,C13J,N
14315,C02D,C04B,C12C,C13B,N
14316,C02D,C04B,C12A,C13C,N
14317,C02C,C04B,C12A,C13J,N
14318,C02C,C04B,C12A,C13H,N
14319,C02A,C04B,C12C,C13H,N
14320,C02C,C04B,C12A,C13B,N
14321,C02B,C04A,C12A,C13K,N
14322,C02A,C04B,C12A,C13K,Y
14323,C02B,C04B,C12A,C13B,N
14324,C02C,C04A,C12A,C13J,N
14325,C02D,C04B,C12A,C13G,N
14326,C02D,C04A,C12A,C13C,Y
14327,C02D,C04A,C12D,C13G,N
14328,C02C,C04B,C12B,C13B,N
14329,C02B,C04B,C12A,C13B,N
14330,C02D,C04A,C12A,C13D,N
14331,C02B,C04B,C12A,C13C,N
14332,C02B,C04B,C12C,C13J,N
14333,C02A,C04B,C12A,C13H,N
14334,C02A,C04B,C12A,C13K,N
14335,C02B,C04A,C12A,C13H,N
14336,C02C,C04B,C12A,C13J,N
14337,C02C,C04A,C12A,C13B,N
14338,C02C,C04B,C12A,C13H,N
14339,C02C,C04A,C12A,C13H,N
14340,C02B,C04A,C12A,C13C,Y
14341,C02C,C04B,C12A,C13J,N
14342,C02D,C04A,C12A,C13B,N
14343,C02C,C04B,C12B,C13C,N
14344,C02B,C04A,C12D,C13B,Y
14345,C02D,C04B,C12A,C13B,Y
14346,C02D,C04A,C12A,C13C,N
14347,C02B,C04A,C12B,C13E,Y
14348,C02D,C04B,C12A,C13B,N
14349,C02D,C04A,C12A,C13J,N
14350,C02B,C04A,C12A,C13G,N
14351,C02A,C04B,C12B,C13B,N
14352,C02B,C04B,C12A,C13C,N
14353,C02C,C04B,C12D,C13B,N
14354,C02C,C04B,C12C,C13H,N
14355,C02A,C04B,C12D,C13B,N
14356,C02B,C04B,C12A,C13B,N
14357,C02C,C04A,C12A,C13C,Y
14358,C02B,C04B,C12A,C13L,N
14359,C02B,C04B,C12A,C13G,Y
14360,C02B,C04B,C12D,C13G,Y
14361,C02B,C04A,C12A,C13C,N
14362,C02B,C04B,C12A,C13F,N
14363,C02C,C04B,C12D,C13A,Y
14364,C02B,C04A,C12A,C13B,N
14365,C02D,C04B,C12A,C13C,N
14366,C02D,C04A,C12A,C13G,N
14367,C02B,C04A,C12C,C13A,N
14368,C02A,C04A,C12A,C13B,N
14369,C02C,C04B,C12A,C13B,N
14370,C02B,C04B,C12D,C13J,N
14371,C02C,C04B,C12A,C13C,N
14372,C02C,C04B,C12A,C13D,N
14373,C02A,C04B,C12D,C13B,Y
14374,C02D,C04B,C12A,C13I,N
14375,C02D,C04B,C12A,C13I,N
14376,C02D,C04B,C12A,C13D,N
14377,C02C,C04B,C12A,C13A,N
14378,C02C,C04B,C12A,C13H,N
14379,C02B,C04B,C12A,C13G,N
14380,C02B,C04A,C12A,C13L,N
14381,C02B,C04A,C12A,C13J,N
14382,C02A,C04A,C12A,C13E,N
14383,C02B,C04A,C12A,C13B,Y
14384,C02B,C04A,C12D,C13I,N
14385,C02C,C04B,C12A,C13E,Y
14386,C02B,C04B,C12A,C13B,N
14387,C02A,C04B,C12A,C13E,N
14388,C02A,C04B,C12A,C13F,N
14389,C02D,C04A,C12A,C13F,N
14390,C02A,C04A,C12A,C13B,N
14391,C02C,C04A,C12A,C13H,N
14392,C02B,C04A,C12A,C13B,N
14393,C02C,C04A,C12A,C13H,N
14394,C02D,C04A,C12A,C13L,N
14395,C02C,C04B,C12A,C13B,N
14396,C02B,C04B,C12A,C13I,N
14397,C02A,C04A,C12B,C13H,N
14398,C02D,C04B,C12A,C13B,N
14399,C02A,C04A,C12A,C13H,N
14400,C02C,C04B,C12A,C13B,N
14401,C02A,C04A,C12A,C13J,Y
14402,C02C,C04A,C12A,C13J,N
14403,C02A,C04B,C12D,C13G,Y
14404,C02D,C04B,C12D,C13J,N
14405,C02C,C04A,C12A,C13J,N
14406,C02D,C04B,C12A,C13G,Y
14407,C02A,C04B,C12C,C13L,Y
14408,C02C,C04A,C12A,C13C,N
14409,C02C,C04A,C12D,C13H,N
14410,C02C,C04A,C12A,C13D,N
14411,C02B,C04B,C12A,C13B,N
14412,C02A,C04B,C12C,C13B,Y
14413,C02C,C04A,C12D,C13H,N
14414,C02C,C04B,C12B,C13B,N
14415,C02D,C04A,C12A,C13J,N
14416,C02A,C04A,C12B,C13C,N
14417,C02A,C04B,C12A,C13J,N
14418,C02B,C04A,C12B,C13H,N
14419,C02D,C04A,C12A,C13J,N
14420,C02B,C04A,C12B,C13I,N
14421,C02D,C04B,C12A,C13E,N
14422,C02C,C04A,C12A,C13A,N
14423,C02D,C04B,C12A,C13B,N
14424,C02B,C04A,C12A,C13C,N
14425,C02D,C04A,C12D,C13D,N
14426,C02C,C04B,C12D,C13B,Y
14427,C02A,C04B,C12B,C13D,Y
14428,C02A,C04A,C12A,C13A,N
14429,C02B,C04B,C12A,C13J,N
14430,C02A,C04B,C12B,C13B,Y
14431,C02D,C04B,C12A,C13B,Y
14432,C02B,C04A,C12D,C13C,N
14433,C02A,C04B,C12B,C13I,N
14434,C02C,C04A,C12A,C13D,N
14435,C02B,C04B,C12A,C13C,Y
14436,C02C,C04B,C12D,C13J,N
14437,C02D,C04B,C12A,C13C,N
14438,C02C,C04B,C12D,C13J,N
14439,C02B,C04B,C12D,C13C,Y
14440,C02D,C04B,C12B,C13C,Y
14441,C02A,C04B,C12C,C13B,N
14442,C02C,C04B,C12A,C13C,Y
14443,C02C,C04A,C12A,C13B,N
14444,C02A,C04B,C12A,C13H,N
14445,C02D,C04B,C12A,C13B,N
14446,C02A,C04B,C12D,C13B,N
14447,C02A,C04A,C12A,C13E,N
14448,C02B,C04A,C12A,C13D,N
14449,C02B,C04B,C12A,C13D,Y
14450,C02D,C04B,C12D,C13B,N
14451,C02B,C04B,C12A,C13B,N
14452,C02A,C04B,C12A,C13B,N
14453,C02C,C04B,C12A,C13B,N
14454,C02B,C04B,C12B,C13C,Y
14455,C02C,C04A,C12A,C13B,N
14456,C02C,C04A,C12D,C13B,N
14457,C02B,C04A,C12A,C13B,Y
14458,C02B,C04B,C12D,C13B,N
14459,C02D,C04B,C12A,C13K,N
14460,C02B,C04B,C12D,C13I,N
14461,C02A,C04A,C12B,C13K,N
14462,C02C,C04A,C12A,C13H,N
14463,C02B,C04B,C12D,C13H,N
14464,C02A,C04A,C12D,C13C,N
14465,C02D,C04B,C12A,C13E,N
14466,C02A,C04A,C12D,C13C,N
14467,C02B,C04B,C12A,C13B,N
14468,C02B,C04B,C12A,C13D,N
14469,C02A,C04A,C12A,C13F,Y
14470,C02C,C04B,C12C,C13H,N
14471,C02C,C04B,C12A,C13B,Y
14472,C02C,C04A,C12A,C13C,N
14473,C02C,C04A,C12B,C13B,Y
14474,C02B,C04B,C12A,C13J,Y
14475,C02A,C04A,C12A,C13F,N
14476,C02A,C04B,C12A,C13C,N
14477,C02D,C04B,C12A,C13B,N
14478,C02C,C04B,C12C,C13C,Y
14479,C02B,C04A,C12A,C13I,N
14480,C02B,C04A,C12A,C13I,N
14481,C02C,C04A,C12A,C13B,N
14482,C02C,C04A,C12A,C13J,N
14483,C02C,C04A,C12A,C13H,N
14484,C02B,C04B,C12A,C13C,N
14485,C02B,C04B,C12B,C13C,N
14486,C02B,C04B,C12A,C13C,N
14487,C02D,C04A,C12D,C13E,N
14488,C02C,C04A,C12A,C13C,N
14489,C02D,C04B,C12A,C13H,N
14490,C02C,C04B,C12B,C13H,N
14491,C02B,C04A,C12D,C13D,N
14492,C02C,C04B,C12A,C13L,N
14493,C02B,C04B,C12A,C13H,N
14494,C02A,C04A,C12A,C13B,N
14495,C02C,C04B,C12A,C13C,Y
14496,C02B,C04B,C12B,C13B,Y
14497,C02B,C04A,C12A,C13F,Y
14498,C02C,C04A,C12A,C13J,N
14499,C02B,C04A,C12A,C13J,N
14500,C02D,C04A,C12A,C13D,N
14501,C02C,C04B,C12A,C13D,N
14502,C02D,C04B,C12A,C13D,N
14503,C02A,C04A,C12D,C13B,Y
14504,C02B,C04B,C12A,C13G,Y
14505,C02D,C04A,C12A,C13C,N
14506,C02B,C04B,C12A,C13B,N
14507,C02C,C04B,C12C,C13B,N
14508,C02B,C04B,C12A,C13I,N
14509,C02C,C04A,C12A,C13B,N
14510,C02B,C04A,C12D,C13J,N
14511,C02B,C04A,C12A,C13J,N
14512,C02A,C04B,C12A,C13C,N
14513,C02C,C04A,C12A,C13K,N
14514,C02D,C04A,C12B,C13B,N
14515,C02B,C04A,C12A,C13B,N
14516,C02B,C04A,C12B,C13B,N
14517,C02C,C04A,C12D,C13E,N
14518,C02C,C04B,C12C,C13E,N
14519,C02B,C04B,C12A,C13I,N
14520,C02C,C04A,C12B,C13B,Y
14521,C02C,C04A,C12D,C13J,N
14522,C02A,C04B,C12A,C13B,Y
14523,C02D,C04A,C12A,C13G,N
14524,C02C,C04A,C12A,C13E,N
14525,C02A,C04A,C12A,C13I,Y
14526,C02C,C04A,C12A,C13C,Y
14527,C02A,C04B,C12A,C13I,N
14528,C02C,C04A,C12C,C13B,N
14529,C02C,C04A,C12A,C13B,N
14530,C02A,C04B,C12A,C13J,N
14531,C02A,C04A,C12A,C13A,N
14532,C02C,C04A,C12A,C13K,N
14533,C02A,C04A,C12A,C13J,N
