,age_group,sex,class
18534,C02C,C04B,N
18535,C02C,C04A,N
18536,C02B,C04B,N
18537,C02B,C04B,N
18538,C02B,C04A,N
18539,C02B,C04B,N
18540,C02A,C04B,N
18541,C02C,C04A,N
18542,C02C,C04B,N
18543,C02B,C04B,N
18544,C02D,C04B,N
18545,C02C,C04B,N
18546,C02B,C04A,Y
18547,C02C,C04A,N
18548,C02A,C04A,Y
18549,C02B,C04A,N
18550,C02A,C04B,N
18551,C02A,C04B,N
18552,C02C,C04B,N
18553,C02B,C04A,N
18554,C02C,C04B,N
18555,C02C,C04B,N
18556,C02A,C04B,N
18557,C02B,C04A,Y
18558,C02B,C04A,N
18559,C02B,C04B,N
18560,C02B,C04B,N
18561,C02C,C04A,Y
18562,C02A,C04B,N
18563,C02B,C04B,N
18564,C02C,C04B,N
18565,C02D,C04A,N
18566,C02C,C04A,N
18567,C02C,C04A,N
18568,C02A,C04B,N
18569,C02C,C04B,N
18570,C02C,C04A,N
18571,C02B,C04B,Y
18572,C02B,C04B,Y
18573,C02B,C04B,N
18574,C02A,C04B,N
18575,C02B,C04B,N
18576,C02D,C04B,Y
18577,C02D,C04A,Y
18578,C02C,C04B,N
18579,C02B,C04B,N
18580,C02B,C04A,N
18581,C02B,C04A,N
18582,C02B,C04B,N
18583,C02C,C04A,N
18584,C02D,C04A,N
18585,C02A,C04B,N
18586,C02B,C04A,N
18587,C02A,C04A,N
18588,C02D,C04B,N
18589,C02D,C04A,N
18590,C02D,C04A,N
18591,C02D,C04B,Y
18592,C02D,C04B,N
18593,C02D,C04A,Y
18594,C02D,C04A,N
18595,C02C,C04B,N
18596,C02B,C04A,N
18597,C02D,C04B,Y
18598,C02A,C04A,N
18599,C02C,C04B,N
18600,C02A,C04A,N
18601,C02C,C04A,N
18602,C02B,C04B,Y
18603,C02C,C04A,Y
18604,C02B,C04B,N
18605,C02D,C04A,Y
18606,C02C,C04B,Y
18607,C02B,C04A,N
18608,C02D,C04A,N
18609,C02B,C04B,N
18610,C02C,C04B,N
18611,C02C,C04B,Y
18612,C02D,C04A,N
18613,C02C,C04A,N
18614,C02B,C04B,Y
18615,C02B,C04B,N
18616,C02A,C04A,N
18617,C02A,C04B,N
18618,C02D,C04B,N
18619,C02B,C04B,N
18620,C02B,C04B,N
18621,C02B,C04B,Y
18622,C02B,C04A,N
18623,C02C,C04A,N
18624,C02C,C04A,N
18625,C02C,C04A,Y
18626,C02C,C04B,Y
18627,C02B,C04A,N
18628,C02A,C04A,N
18629,C02B,C04B,N
18630,C02A,C04B,N
18631,C02B,C04B,Y
18632,C02B,C04A,N
18633,C02C,C04B,Y
18634,C02A,C04A,Y
18635,C02B,C04B,Y
18636,C02B,C04B,N
18637,C02C,C04A,N
18638,C02D,C04B,N
18639,C02B,C04B,N
18640,C02B,C04B,N
18641,C02B,C04B,N
18642,C02D,C04B,N
18643,C02B,C04B,Y
18644,C02B,C04B,N
18645,C02D,C04B,Y
18646,C02A,C04A,N
18647,C02A,C04B,N
18648,C02A,C04A,N
18649,C02C,C04B,N
18650,C02C,C04B,N
18651,C02A,C04A,N
18652,C02A,C04A,N
18653,C02C,C04B,N
18654,C02A,C04B,N
18655,C02B,C04B,N
18656,C02B,C04A,N
18657,C02D,C04A,N
18658,C02B,C04B,N
18659,C02C,C04B,N
18660,C02A,C04A,N
18661,C02D,C04B,N
18662,C02B,C04B,N
18663,C02C,C04A,N
18664,C02D,C04A,N
18665,C02C,C04B,N
18666,C02D,C04A,N
18667,C02C,C04A,N
18668,C02B,C04A,N
18669,C02A,C04A,N
18670,C02C,C04A,N
18671,C02C,C04A,N
18672,C02B,C04A,Y
18673,C02C,C04B,N
18674,C02A,C04B,N
18675,C02D,C04B,N
18676,C02C,C04A,N
18677,C02D,C04A,N
18678,C02C,C04B,N
18679,C02C,C04A,N
18680,C02B,C04A,N
18681,C02C,C04A,N
18682,C02A,C04A,N
18683,C02B,C04B,N
18684,C02C,C04A,N
18685,C02C,C04A,N
18686,C02C,C04B,N
18687,C02C,C04B,N
18688,C02C,C04B,N
18689,C02B,C04A,N
18690,C02D,C04A,N
18691,C02C,C04B,N
18692,C02C,C04A,N
18693,C02D,C04B,N
18694,C02B,C04B,N
18695,C02D,C04B,N
18696,C02C,C04B,N
18697,C02A,C04A,N
18698,C02A,C04B,N
18699,C02D,C04B,N
18700,C02A,C04A,N
18701,C02C,C04B,N
18702,C02C,C04B,N
18703,C02C,C04B,Y
18704,C02C,C04B,N
18705,C02B,C04A,N
18706,C02D,C04B,Y
18707,C02C,C04B,N
18708,C02B,C04B,Y
18709,C02C,C04A,N
18710,C02B,C04B,N
18711,C02B,C04B,N
18712,C02A,C04B,Y
18713,C02C,C04B,N
18714,C02B,C04A,N
18715,C02A,C04B,Y
18716,C02D,C04B,Y
18717,C02B,C04A,Y
18718,C02C,C04A,N
18719,C02B,C04B,N
18720,C02C,C04B,N
18721,C02C,C04A,N
18722,C02D,C04B,N
18723,C02C,C04A,N
18724,C02A,C04A,N
18725,C02D,C04A,N
18726,C02D,C04B,N
18727,C02A,C04A,N
18728,C02A,C04A,N
18729,C02C,C04A,N
18730,C02A,C04B,N
18731,C02C,C04B,N
18732,C02A,C04A,N
18733,C02D,C04A,N
18734,C02D,C04A,N
18735,C02B,C04A,N
18736,C02C,C04A,N
18737,C02B,C04B,N
18738,C02B,C04B,N
18739,C02B,C04A,N
18740,C02B,C04B,Y
18741,C02B,C04A,N
18742,C02B,C04B,N
18743,C02B,C04A,N
18744,C02A,C04B,N
18745,C02C,C04A,N
18746,C02B,C04B,N
18747,C02B,C04B,N
18748,C02C,C04B,N
18749,C02B,C04B,N
18750,C02B,C04B,N
18751,C02B,C04B,Y
18752,C02D,C04B,Y
18753,C02C,C04A,Y
18754,C02C,C04A,N
18755,C02A,C04A,N
18756,C02B,C04B,N
18757,C02C,C04B,N
18758,C02B,C04A,N
18759,C02B,C04A,N
18760,C02C,C04B,N
18761,C02A,C04A,N
18762,C02C,C04B,Y
18763,C02A,C04A,N
18764,C02B,C04B,N
18765,C02A,C04A,N
18766,C02D,C04B,N
18767,C02D,C04B,N
18768,C02A,C04A,Y
18769,C02B,C04B,N
18770,C02B,C04A,N
18771,C02A,C04B,N
18772,C02A,C04B,N
18773,C02C,C04B,Y
18774,C02C,C04A,N
18775,C02C,C04A,N
18776,C02C,C04B,N
18777,C02C,C04A,N
18778,C02B,C04A,N
18779,C02A,C04A,N
18780,C02A,C04A,N
18781,C02A,C04A,N
18782,C02A,C04B,N
18783,C02A,C04B,N
18784,C02C,C04B,N
18785,C02C,C04B,N
18786,C02D,C04B,Y
18787,C02C,C04B,Y
18788,C02A,C04A,N
18789,C02D,C04B,N
18790,C02D,C04A,N
18791,C02C,C04B,N
18792,C02C,C04A,Y
18793,C02D,C04B,N
18794,C02B,C04A,N
18795,C02A,C04A,N
18796,C02B,C04A,N
18797,C02C,C04A,N
18798,C02B,C04A,Y
18799,C02C,C04A,N
18800,C02C,C04B,N
18801,C02A,C04B,Y
18802,C02B,C04B,N
18803,C02B,C04B,Y
18804,C02D,C04B,N
18805,C02D,C04B,N
18806,C02B,C04A,N
18807,C02C,C04A,N
18808,C02B,C04B,Y
18809,C02B,C04B,N
18810,C02D,C04B,N
18811,C02B,C04B,N
18812,C02A,C04B,N
18813,C02A,C04B,N
18814,C02C,C04A,N
18815,C02B,C04B,N
18816,C02B,C04B,N
18817,C02D,C04B,N
18818,C02C,C04B,Y
18819,C02D,C04A,N
18820,C02D,C04A,N
18821,C02B,C04B,N
18822,C02B,C04B,N
18823,C02A,C04B,Y
18824,C02B,C04A,N
18825,C02C,C04B,Y
18826,C02C,C04A,N
18827,C02C,C04A,N
18828,C02A,C04B,N
18829,C02B,C04B,N
18830,C02D,C04A,N
18831,C02C,C04A,N
18832,C02A,C04B,N
18833,C02B,C04A,N
18834,C02C,C04A,N
18835,C02B,C04A,N
18836,C02C,C04B,N
18837,C02A,C04B,Y
18838,C02D,C04B,N
18839,C02B,C04B,N
18840,C02D,C04A,N
18841,C02A,C04A,Y
18842,C02C,C04B,N
18843,C02B,C04A,N
18844,C02C,C04A,Y
18845,C02B,C04B,Y
18846,C02C,C04B,N
18847,C02B,C04B,N
18848,C02C,C04A,N
18849,C02B,C04B,N
18850,C02C,C04A,N
18851,C02C,C04A,N
18852,C02C,C04B,N
18853,C02A,C04A,N
18854,C02B,C04A,Y
18855,C02A,C04B,N
18856,C02B,C04A,Y
18857,C02D,C04B,N
18858,C02D,C04A,Y
18859,C02C,C04A,N
18860,C02C,C04A,N
18861,C02D,C04B,N
18862,C02B,C04A,N
18863,C02B,C04A,N
18864,C02D,C04B,N
18865,C02C,C04B,N
18866,C02D,C04B,N
18867,C02C,C04A,N
18868,C02B,C04B,N
18869,C02B,C04A,N
18870,C02C,C04B,N
18871,C02C,C04A,N
18872,C02D,C04A,N
18873,C02B,C04B,N
18874,C02C,C04B,N
18875,C02C,C04A,Y
18876,C02D,C04A,Y
18877,C02B,C04B,N
18878,C02C,C04B,N
18879,C02C,C04A,Y
18880,C02D,C04B,Y
18881,C02B,C04A,N
18882,C02B,C04A,N
18883,C02C,C04A,Y
18884,C02B,C04A,N
18885,C02B,C04A,N
18886,C02D,C04A,N
18887,C02B,C04A,N
18888,C02A,C04A,Y
18889,C02C,C04A,N
18890,C02C,C04A,N
18891,C02D,C04A,N
18892,C02B,C04B,N
18893,C02B,C04B,Y
18894,C02C,C04B,N
18895,C02B,C04A,Y
18896,C02C,C04A,Y
18897,C02B,C04A,N
18898,C02B,C04A,N
18899,C02D,C04A,N
18900,C02A,C04A,N
18901,C02B,C04B,N
18902,C02B,C04B,N
18903,C02C,C04A,N
18904,C02A,C04B,Y
18905,C02C,C04A,N
18906,C02D,C04B,N
18907,C02B,C04A,N
18908,C02D,C04B,Y
18909,C02C,C04B,N
18910,C02C,C04B,N
18911,C02B,C04B,N
18912,C02D,C04B,Y
18913,C02C,C04B,N
18914,C02B,C04A,Y
18915,C02B,C04A,N
18916,C02B,C04B,N
18917,C02A,C04B,N
18918,C02C,C04B,Y
18919,C02D,C04B,N
18920,C02A,C04B,N
18921,C02D,C04B,N
18922,C02C,C04A,Y
18923,C02B,C04B,N
18924,C02A,C04B,N
18925,C02A,C04B,N
18926,C02A,C04A,N
18927,C02B,C04A,N
18928,C02A,C04A,N
18929,C02B,C04B,N
18930,C02C,C04B,Y
18931,C02A,C04A,N
18932,C02D,C04B,N
18933,C02B,C04B,N
18934,C02C,C04A,N
18935,C02C,C04B,N
18936,C02B,C04B,Y
18937,C02D,C04B,Y
18938,C02B,C04B,N
18939,C02A,C04A,N
18940,C02C,C04B,N
18941,C02C,C04B,N
18942,C02B,C04A,Y
18943,C02B,C04B,N
18944,C02A,C04A,N
18945,C02C,C04B,N
18946,C02D,C04A,N
18947,C02D,C04A,N
18948,C02B,C04B,N
18949,C02D,C04A,N
18950,C02B,C04A,N
18951,C02B,C04A,Y
18952,C02C,C04B,Y
18953,C02A,C04B,N
18954,C02A,C04B,Y
18955,C02D,C04A,N
18956,C02B,C04B,N
18957,C02D,C04B,N
18958,C02D,C04B,N
18959,C02A,C04A,N
18960,C02C,C04B,N
18961,C02B,C04B,Y
18962,C02D,C04B,N
18963,C02B,C04B,N
18964,C02C,C04B,N
18965,C02B,C04A,N
18966,C02D,C04B,N
18967,C02C,C04B,Y
18968,C02A,C04A,N
18969,C02A,C04B,N
18970,C02A,C04B,N
18971,C02B,C04A,N
18972,C02C,C04A,N
18973,C02B,C04A,N
18974,C02C,C04A,N
18975,C02B,C04A,N
18976,C02C,C04A,N
18977,C02A,C04B,Y
18978,C02C,C04B,N
18979,C02D,C04B,N
18980,C02C,C04A,N
18981,C02D,C04A,N
18982,C02C,C04B,N
18983,C02C,C04B,N
18984,C02C,C04B,N
18985,C02D,C04A,N
18986,C02D,C04A,N
18987,C02C,C04B,N
18988,C02A,C04A,N
18989,C02A,C04B,N
18990,C02A,C04A,N
18991,C02C,C04B,N
18992,C02C,C04B,N
18993,C02C,C04B,N
18994,C02C,C04B,Y
18995,C02C,C04B,N
18996,C02B,C04B,N
18997,C02B,C04A,N
18998,C02C,C04A,Y
18999,C02C,C04A,N
19000,C02D,C04A,Y
19001,C02C,C04B,Y
19002,C02D,C04B,N
19003,C02B,C04B,N
19004,C02B,C04B,Y
19005,C02D,C04B,N
19006,C02C,C04B,N
19007,C02C,C04B,N
19008,C02C,C04A,N
19009,C02B,C04A,N
19010,C02C,C04B,N
19011,C02C,C04B,N
19012,C02B,C04B,Y
19013,C02D,C04A,N
19014,C02A,C04A,N
19015,C02C,C04A,N
19016,C02C,C04A,N
19017,C02C,C04B,N
19018,C02C,C04A,N
19019,C02B,C04A,N
19020,C02B,C04B,N
19021,C02A,C04A,N
19022,C02A,C04A,N
19023,C02B,C04A,N
19024,C02A,C04B,N
19025,C02B,C04B,N
19026,C02D,C04B,N
19027,C02C,C04B,N
19028,C02C,C04A,Y
19029,C02A,C04A,N
19030,C02B,C04B,N
19031,C02B,C04B,N
19032,C02B,C04A,N
19033,C02D,C04A,N
19034,C02A,C04A,N
19035,C02C,C04A,N
19036,C02D,C04B,N
19037,C02C,C04A,N
19038,C02C,C04B,N
19039,C02B,C04A,N
19040,C02B,C04B,Y
19041,C02A,C04B,Y
19042,C02C,C04B,N
19043,C02C,C04A,N
19044,C02B,C04A,N
19045,C02D,C04B,N
19046,C02C,C04A,Y
19047,C02C,C04A,N
19048,C02D,C04A,N
19049,C02B,C04A,N
19050,C02D,C04A,N
19051,C02C,C04B,N
19052,C02A,C04A,Y
19053,C02C,C04A,Y
19054,C02C,C04A,N
19055,C02D,C04B,N
19056,C02B,C04B,N
19057,C02A,C04A,N
19058,C02C,C04A,N
19059,C02B,C04B,N
19060,C02B,C04B,Y
19061,C02D,C04A,N
19062,C02B,C04B,N
19063,C02C,C04A,N
19064,C02C,C04B,Y
19065,C02C,C04B,Y
19066,C02D,C04B,N
19067,C02C,C04A,N
19068,C02B,C04A,N
19069,C02D,C04B,N
19070,C02C,C04A,Y
19071,C02B,C04A,N
19072,C02C,C04A,N
19073,C02B,C04B,N
19074,C02B,C04A,N
19075,C02A,C04B,N
19076,C02C,C04A,N
19077,C02B,C04B,N
19078,C02D,C04A,N
19079,C02C,C04A,N
19080,C02C,C04A,N
19081,C02D,C04B,N
19082,C02B,C04A,N
19083,C02B,C04A,N
19084,C02C,C04A,N
19085,C02C,C04A,N
19086,C02A,C04B,N
19087,C02B,C04B,N
19088,C02C,C04A,Y
19089,C02B,C04A,N
19090,C02D,C04A,N
19091,C02B,C04B,N
19092,C02B,C04B,Y
19093,C02B,C04B,Y
19094,C02C,C04B,N
19095,C02C,C04B,N
19096,C02C,C04A,Y
19097,C02D,C04A,N
19098,C02C,C04B,N
19099,C02C,C04B,N
19100,C02B,C04B,N
19101,C02C,C04A,Y
19102,C02D,C04B,N
19103,C02B,C04B,N
19104,C02D,C04B,N
19105,C02B,C04B,N
19106,C02D,C04A,N
19107,C02D,C04B,N
19108,C02C,C04B,N
19109,C02B,C04B,N
19110,C02C,C04B,Y
19111,C02C,C04B,N
19112,C02D,C04A,N
19113,C02D,C04A,Y
19114,C02A,C04A,N
19115,C02D,C04A,N
19116,C02D,C04A,N
19117,C02D,C04B,N
19118,C02B,C04B,N
19119,C02A,C04A,N
19120,C02A,C04B,N
19121,C02D,C04B,N
19122,C02A,C04A,Y
19123,C02A,C04A,N
19124,C02D,C04B,N
19125,C02B,C04B,N
19126,C02D,C04A,N
19127,C02A,C04A,N
19128,C02C,C04B,N
19129,C02A,C04A,N
19130,C02C,C04B,N
19131,C02A,C04B,N
19132,C02B,C04A,Y
19133,C02C,C04A,N
19134,C02B,C04B,Y
19135,C02B,C04A,N
19136,C02D,C04B,N
19137,C02B,C04A,Y
19138,C02D,C04A,N
19139,C02D,C04B,N
19140,C02C,C04A,Y
19141,C02B,C04B,Y
19142,C02B,C04A,N
19143,C02D,C04B,N
19144,C02B,C04B,N
19145,C02B,C04B,N
19146,C02C,C04B,N
19147,C02B,C04B,N
19148,C02B,C04A,N
19149,C02A,C04A,N
19150,C02D,C04B,N
19151,C02D,C04B,Y
19152,C02B,C04B,N
19153,C02A,C04B,N
19154,C02C,C04B,N
19155,C02A,C04A,N
19156,C02C,C04A,N
19157,C02C,C04A,N
19158,C02C,C04A,N
19159,C02C,C04B,N
19160,C02A,C04B,N
19161,C02A,C04A,N
19162,C02B,C04B,N
19163,C02D,C04B,N
19164,C02B,C04B,N
19165,C02C,C04B,N
19166,C02C,C04B,N
19167,C02B,C04A,N
19168,C02A,C04B,N
19169,C02C,C04A,N
19170,C02B,C04B,N
19171,C02A,C04B,N
19172,C02B,C04A,N
19173,C02C,C04B,N
19174,C02C,C04A,N
19175,C02C,C04B,Y
19176,C02C,C04B,N
19177,C02B,C04A,N
19178,C02C,C04B,N
19179,C02D,C04A,N
19180,C02C,C04B,N
19181,C02B,C04B,N
19182,C02D,C04B,Y
19183,C02C,C04B,N
19184,C02D,C04A,N
19185,C02C,C04B,N
19186,C02C,C04B,N
19187,C02B,C04B,N
19188,C02C,C04A,N
19189,C02C,C04A,N
19190,C02A,C04B,N
19191,C02C,C04A,Y
19192,C02D,C04A,N
19193,C02D,C04A,N
19194,C02A,C04A,N
19195,C02D,C04B,N
19196,C02A,C04B,N
19197,C02A,C04B,N
19198,C02D,C04B,N
19199,C02B,C04B,N
19200,C02C,C04B,N
19201,C02C,C04A,N
19202,C02A,C04A,N
19203,C02C,C04B,N
19204,C02B,C04A,N
19205,C02B,C04B,N
19206,C02C,C04B,N
19207,C02D,C04A,N
19208,C02A,C04A,N
19209,C02B,C04A,N
19210,C02D,C04A,N
19211,C02A,C04B,N
19212,C02C,C04B,N
19213,C02C,C04A,N
19214,C02B,C04B,N
19215,C02C,C04A,N
19216,C02C,C04A,Y
19217,C02B,C04B,N
19218,C02D,C04A,N
19219,C02B,C04B,N
19220,C02B,C04A,N
19221,C02C,C04A,N
19222,C02C,C04A,N
19223,C02B,C04A,N
19224,C02B,C04B,N
19225,C02A,C04B,N
19226,C02B,C04A,N
19227,C02B,C04B,Y
19228,C02B,C04B,Y
19229,C02B,C04A,N
19230,C02C,C04B,N
19231,C02C,C04A,N
19232,C02C,C04B,Y
19233,C02A,C04A,N
19234,C02D,C04A,N
19235,C02C,C04B,N
19236,C02C,C04B,N
19237,C02D,C04A,N
19238,C02C,C04A,N
19239,C02B,C04A,N
19240,C02B,C04A,N
19241,C02B,C04B,N
19242,C02C,C04A,N
19243,C02B,C04B,N
19244,C02C,C04B,N
19245,C02B,C04A,N
19246,C02D,C04A,N
19247,C02B,C04B,N
19248,C02B,C04A,N
19249,C02C,C04B,N
19250,C02B,C04A,N
19251,C02B,C04A,Y
19252,C02C,C04B,N
19253,C02C,C04A,N
19254,C02D,C04A,N
19255,C02C,C04A,N
19256,C02A,C04A,N
19257,C02C,C04B,N
19258,C02A,C04A,Y
19259,C02A,C04A,N
19260,C02D,C04A,N
19261,C02C,C04B,N
19262,C02C,C04B,N
19263,C02C,C04A,N
19264,C02B,C04A,N
19265,C02C,C04B,N
19266,C02C,C04B,N
19267,C02A,C04A,N
19268,C02B,C04B,N
19269,C02B,C04B,Y
19270,C02A,C04A,N
19271,C02B,C04A,Y
19272,C02B,C04A,N
19273,C02B,C04B,N
19274,C02B,C04B,N
19275,C02A,C04B,N
19276,C02B,C04B,N
19277,C02A,C04A,N
19278,C02B,C04B,N
19279,C02C,C04A,N
19280,C02C,C04A,N
19281,C02B,C04B,N
19282,C02A,C04B,N
19283,C02A,C04B,N
19284,C02A,C04B,N
19285,C02A,C04B,N
19286,C02B,C04B,N
19287,C02A,C04B,N
19288,C02B,C04B,Y
19289,C02A,C04A,Y
19290,C02C,C04B,Y
19291,C02B,C04B,Y
19292,C02B,C04B,N
19293,C02C,C04A,N
19294,C02B,C04B,N
19295,C02B,C04A,N
19296,C02C,C04A,Y
19297,C02C,C04B,Y
19298,C02C,C04B,N
19299,C02C,C04A,N
19300,C02A,C04B,N
19301,C02A,C04B,N
19302,C02C,C04A,Y
19303,C02C,C04A,N
19304,C02C,C04A,N
19305,C02B,C04A,N
19306,C02C,C04B,N
19307,C02C,C04A,Y
19308,C02A,C04A,N
19309,C02A,C04B,N
19310,C02C,C04B,N
19311,C02C,C04B,N
19312,C02D,C04A,N
19313,C02C,C04A,N
19314,C02B,C04B,N
19315,C02C,C04A,N
19316,C02D,C04B,N
19317,C02A,C04A,N
19318,C02D,C04B,N
19319,C02B,C04B,N
19320,C02C,C04A,N
19321,C02B,C04B,Y
19322,C02D,C04B,N
19323,C02B,C04B,N
19324,C02B,C04B,N
19325,C02B,C04B,N
19326,C02B,C04A,N
19327,C02C,C04B,N
19328,C02A,C04A,N
19329,C02B,C04A,N
19330,C02C,C04A,Y
19331,C02C,C04A,N
19332,C02D,C04B,N
19333,C02B,C04B,N
19334,C02D,C04A,N
19335,C02C,C04B,N
19336,C02B,C04B,N
19337,C02B,C04A,N
19338,C02C,C04A,N
19339,C02A,C04A,N
19340,C02A,C04A,N
19341,C02C,C04B,Y
19342,C02A,C04B,N
19343,C02B,C04A,N
19344,C02C,C04A,N
19345,C02C,C04B,Y
19346,C02C,C04B,Y
19347,C02C,C04B,N
19348,C02A,C04A,N
19349,C02A,C04B,Y
19350,C02A,C04A,N
19351,C02B,C04A,N
19352,C02B,C04A,N
19353,C02B,C04A,N
19354,C02B,C04A,Y
19355,C02A,C04A,N
19356,C02B,C04B,Y
19357,C02B,C04B,N
19358,C02B,C04A,N
19359,C02D,C04A,N
19360,C02D,C04B,N
19361,C02C,C04A,N
19362,C02B,C04B,Y
19363,C02D,C04B,Y
19364,C02C,C04B,N
19365,C02D,C04B,N
19366,C02C,C04A,Y
19367,C02C,C04A,N
19368,C02C,C04B,N
19369,C02B,C04B,N
19370,C02A,C04A,Y
19371,C02D,C04B,N
19372,C02C,C04A,N
19373,C02B,C04A,N
19374,C02D,C04A,N
19375,C02C,C04A,N
19376,C02B,C04B,N
19377,C02D,C04A,N
19378,C02B,C04B,N
19379,C02C,C04B,N
19380,C02B,C04A,N
19381,C02B,C04B,N
19382,C02A,C04B,N
19383,C02C,C04B,N
19384,C02D,C04A,N
19385,C02C,C04A,N
19386,C02B,C04A,N
19387,C02C,C04B,N
19388,C02B,C04A,N
19389,C02B,C04B,N
19390,C02B,C04B,N
19391,C02B,C04B,N
19392,C02A,C04B,N
19393,C02B,C04B,N
19394,C02B,C04B,N
19395,C02B,C04B,N
19396,C02C,C04B,N
19397,C02D,C04B,N
19398,C02D,C04B,N
19399,C02C,C04B,N
19400,C02B,C04B,N
19401,C02D,C04B,N
19402,C02B,C04B,N
19403,C02C,C04B,N
19404,C02C,C04B,N
19405,C02C,C04A,N
19406,C02C,C04B,N
19407,C02A,C04B,N
19408,C02C,C04B,N
19409,C02D,C04A,N
19410,C02B,C04B,N
19411,C02B,C04B,N
19412,C02B,C04A,N
19413,C02B,C04B,N
19414,C02B,C04A,N
19415,C02A,C04A,N
19416,C02C,C04B,N
19417,C02D,C04B,N
19418,C02B,C04B,Y
19419,C02D,C04B,N
19420,C02C,C04B,N
19421,C02C,C04B,N
19422,C02C,C04B,Y
19423,C02C,C04B,Y
19424,C02C,C04A,N
19425,C02C,C04A,N
19426,C02C,C04B,N
19427,C02D,C04A,N
19428,C02D,C04B,N
19429,C02D,C04B,N
19430,C02C,C04B,N
19431,C02B,C04A,N
19432,C02D,C04B,Y
19433,C02C,C04B,N
19434,C02C,C04B,Y
19435,C02B,C04B,N
19436,C02D,C04B,N
19437,C02A,C04A,N
19438,C02B,C04B,N
19439,C02D,C04B,N
19440,C02A,C04A,N
19441,C02B,C04A,Y
19442,C02C,C04B,N
19443,C02D,C04B,N
19444,C02C,C04A,N
19445,C02A,C04B,N
19446,C02C,C04A,N
19447,C02C,C04A,N
19448,C02B,C04A,N
19449,C02C,C04B,Y
19450,C02A,C04B,N
19451,C02B,C04B,N
19452,C02D,C04B,Y
19453,C02C,C04A,N
19454,C02D,C04A,N
19455,C02C,C04B,N
19456,C02D,C04A,N
19457,C02C,C04B,N
19458,C02C,C04B,Y
19459,C02A,C04A,Y
19460,C02C,C04B,N
19461,C02C,C04A,Y
19462,C02D,C04A,N
19463,C02B,C04B,N
19464,C02C,C04B,N
19465,C02C,C04B,Y
19466,C02A,C04B,N
19467,C02B,C04B,N
19468,C02C,C04B,Y
19469,C02C,C04A,N
19470,C02C,C04A,N
19471,C02A,C04B,N
19472,C02B,C04A,N
19473,C02B,C04B,N
19474,C02B,C04A,N
19475,C02B,C04A,N
19476,C02B,C04B,N
19477,C02B,C04A,Y
19478,C02B,C04B,N
19479,C02B,C04B,Y
19480,C02D,C04A,N
19481,C02C,C04A,Y
19482,C02A,C04B,N
19483,C02D,C04A,N
19484,C02B,C04B,N
19485,C02B,C04B,N
19486,C02A,C04B,N
19487,C02A,C04A,N
19488,C02B,C04A,N
19489,C02D,C04B,N
19490,C02C,C04B,N
19491,C02B,C04B,Y
19492,C02D,C04B,N
19493,C02D,C04B,N
19494,C02B,C04B,N
19495,C02D,C04B,N
19496,C02C,C04B,Y
19497,C02B,C04A,Y
19498,C02C,C04B,Y
19499,C02B,C04B,N
19500,C02D,C04B,N
19501,C02D,C04B,N
19502,C02C,C04A,Y
19503,C02C,C04B,N
19504,C02B,C04B,N
19505,C02D,C04A,Y
19506,C02A,C04B,N
19507,C02C,C04B,Y
19508,C02C,C04A,Y
19509,C02D,C04B,N
19510,C02C,C04A,N
19511,C02A,C04A,Y
19512,C02A,C04B,Y
19513,C02D,C04B,N
19514,C02C,C04A,N
19515,C02C,C04A,Y
19516,C02C,C04B,N
19517,C02B,C04A,Y
19518,C02A,C04A,N
19519,C02B,C04B,N
19520,C02B,C04A,N
19521,C02C,C04A,N
19522,C02C,C04A,N
19523,C02C,C04A,N
19524,C02A,C04A,N
19525,C02C,C04A,N
19526,C02C,C04B,N
19527,C02B,C04A,N
19528,C02B,C04B,Y
19529,C02B,C04B,Y
19530,C02A,C04B,Y
19531,C02A,C04A,N
19532,C02B,C04B,N
19533,C02D,C04B,N
19534,C02C,C04B,N
19535,C02C,C04A,N
19536,C02B,C04A,N
19537,C02B,C04A,N
19538,C02B,C04A,N
19539,C02D,C04B,N
19540,C02B,C04B,N
19541,C02C,C04B,N
19542,C02B,C04B,N
19543,C02B,C04B,N
19544,C02B,C04A,N
19545,C02C,C04B,N
19546,C02D,C04A,N
19547,C02B,C04B,N
19548,C02A,C04A,Y
19549,C02B,C04B,N
19550,C02D,C04A,N
19551,C02D,C04B,Y
19552,C02C,C04B,N
19553,C02B,C04A,N
19554,C02B,C04A,N
19555,C02C,C04A,N
19556,C02B,C04A,N
19557,C02B,C04B,N
19558,C02B,C04A,N
19559,C02D,C04A,N
19560,C02C,C04B,N
19561,C02C,C04A,N
19562,C02B,C04A,N
19563,C02B,C04B,Y
19564,C02D,C04B,Y
19565,C02A,C04A,N
19566,C02C,C04A,N
19567,C02C,C04B,N
19568,C02B,C04B,N
19569,C02C,C04A,N
19570,C02B,C04B,N
19571,C02D,C04A,N
19572,C02B,C04B,N
19573,C02C,C04B,N
19574,C02C,C04A,N
19575,C02C,C04B,Y
19576,C02C,C04A,Y
19577,C02C,C04B,Y
19578,C02C,C04B,N
19579,C02B,C04A,Y
19580,C02B,C04A,Y
19581,C02D,C04B,N
19582,C02C,C04A,N
19583,C02A,C04A,N
19584,C02D,C04B,N
19585,C02C,C04A,N
19586,C02C,C04A,N
19587,C02C,C04A,N
19588,C02B,C04B,N
19589,C02C,C04A,N
19590,C02C,C04A,N
19591,C02C,C04A,N
19592,C02D,C04A,N
19593,C02B,C04A,Y
19594,C02C,C04A,N
